candidate,office,district,party,county,precinct,mail,election_day,votes
Erin Cruz,U.S. Senate,,REP,Kings,1307,0,6,6
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1307,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1307,0,11,11
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1307,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1307,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1307,0,9,9
Donnie O Turner,U.S. Senate,,DEM,Kings,1307,0,1,1
Pat Harris,U.S. Senate,,DEM,Kings,1307,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1307,0,0,0
Jason M Hanania,U.S. Senate,,NON,Kings,1307,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1307,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1307,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1307,0,0,0
Kevin De Leon,U.S. Senate,,DEM,Kings,1307,0,5,5
Kevin Mottus,U.S. Senate,,REP,Kings,1307,0,0,0
David Moore,U.S. Senate,,NON,Kings,1307,0,2,2
Mario Nabliba,U.S. Senate,,REP,Kings,1307,0,1,1
Andy Vidak,State Senate,14,REP,Kings,1307,0,44,44
Ruben Macareno,State Senate,14,DEM,Kings,1307,0,1,1
Abigail Solis,State Senate,14,DEM,Kings,1307,0,5,5
Melissa Hurtado,State Senate,14,DEM,Kings,1307,0,6,6
Justin Mendes,State Assembly,32,REP,Kings,1307,0,36,36
Rudy Salas,State Assembly,32,DEM,Kings,1307,0,15,15
,Registered Voters,,,Kings,1308,,,1038
,Ballots Cast,,,Kings,1308,0,231,231
Josh Jones,Governor,,GRN,Kings,1308,0,0,0
J Bribiesca,Governor,,DEM,Kings,1308,0,1,1
Gloria Estela La Riva,Governor,,PF,Kings,1308,0,0,0
Peter Y Liu,Governor,,REP,Kings,1308,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1308,0,17,17
Yvonne Girard,Governor,,REP,Kings,1308,0,5,5
Robert Davidson Griffis,Governor,,DEM,Kings,1308,0,0,0
Shubham Goel,Governor,,NON,Kings,1308,0,0,0
Travis Allen,Governor,,REP,Kings,1308,0,77,77
Akinyemi Agbede,Governor,,DEM,Kings,1308,0,1,1
Johnny Wattenburg,Governor,,NON,Kings,1308,0,1,1
Nickolas Wildstar,Governor,,LIB,Kings,1308,0,0,0
Desmond Silveira,Governor,,NON,Kings,1308,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1308,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1308,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1308,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1308,0,0,0
John Chiang,Governor,,DEM,Kings,1308,0,8,8
John H Cox,Governor,,REP,Kings,1308,0,99,99
Amanda Renteria,Governor,,DEM,Kings,1308,0,0,0
Delaine Eastin,Governor,,DEM,Kings,1308,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1308,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1308,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1308,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1308,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1308,0,9,9
"Robert C. Newman, II",Governor,,REP,Kings,1308,0,2,2
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1308,0,4,4
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1308,0,5,5
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1308,0,1,1
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1308,0,2,2
David Fennell,Lieutenant Governor,,REP,Kings,1308,0,37,37
Danny Thomas,Lieutenant Governor,,NON,Kings,1308,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1308,0,81,81
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1308,0,22,22
David R Hernandez,Lieutenant Governor,,REP,Kings,1308,0,26,26
Lydia Ortega,Lieutenant Governor,,REP,Kings,1308,0,29,29
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1308,0,4,4
Alex Padilla,Secretary of State,,DEM,Kings,1308,0,28,28
Gail K Lightfoot,Secretary of State,,LIB,Kings,1308,0,1,1
C T Weber,Secretary of State,,PF,Kings,1308,0,3,3
Erik Rydberg,Secretary of State,,GRN,Kings,1308,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1308,0,18,18
Michael Feinstein,Secretary of State,,GRN,Kings,1308,0,2,2
Ruben Major,Secretary of State,,DEM,Kings,1308,0,2,2
Mark P Meuser,Secretary of State,,REP,Kings,1308,0,159,159
Konstantinos Roditis,Controller,,REP,Kings,1308,0,159,159
Mary Lou Finley,Controller,,PF,Kings,1308,0,5,5
Betty T Yee,Controller,,DEM,Kings,1308,0,48,48
Vivek Viswanathan,Treasurer,,DEM,Kings,1308,0,4,4
Jack M Guerrero,Treasurer,,REP,Kings,1308,0,66,66
Kevin Akin,Treasurer,,PF,Kings,1308,0,4,4
Greg Conlon,Treasurer,,REP,Kings,1308,0,105,105
Fiona Ma,Treasurer,,DEM,Kings,1308,0,26,26
Dave Jones,Attorney General,,DEM,Kings,1308,0,17,17
Steven C Bailey,Attorney General,,REP,Kings,1308,0,106,106
Xavier Becerra,Attorney General,,DEM,Kings,1308,0,21,21
Eric Early,Attorney General,,REP,Kings,1308,0,68,68
Steve Poizner,Insurance Commissioner,,NON,Kings,1308,0,151,151
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1308,0,26,26
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1308,0,5,5
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1308,0,13,13
Gerald Plummer,U.S. Senate,,DEM,Kings,1308,0,2,2
Tom Palzer,U.S. Senate,,REP,Kings,1308,0,12,12
John Thompson Parker,U.S. Senate,,PF,Kings,1308,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1308,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1308,0,2,2
James P Bradley,U.S. Senate,,REP,Kings,1308,0,39,39
Arun K Bhumitra,U.S. Senate,,REP,Kings,1308,0,24,24
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1308,0,4,4
Patrick Little,U.S. Senate,,REP,Kings,1308,0,5,5
Tim Gildersleeve,U.S. Senate,,NON,Kings,1308,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1308,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1308,0,2,2
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1308,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1308,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1308,0,9,9
Erin Cruz,U.S. Senate,,REP,Kings,1308,0,11,11
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1308,0,1,1
Dianne Feinstein,U.S. Senate,,DEM,Kings,1308,0,29,29
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1308,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1308,0,1,1
Paul A Taylor,U.S. Senate,,REP,Kings,1308,0,23,23
Donnie O Turner,U.S. Senate,,DEM,Kings,1308,0,1,1
Pat Harris,U.S. Senate,,DEM,Kings,1308,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1308,0,1,1
Jason M Hanania,U.S. Senate,,NON,Kings,1308,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1308,0,1,1
Lee Olson,U.S. Senate,,NON,Kings,1308,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1308,0,9,9
Kevin De Leon,U.S. Senate,,DEM,Kings,1308,0,3,3
Kevin Mottus,U.S. Senate,,REP,Kings,1308,0,4,4
David Moore,U.S. Senate,,NON,Kings,1308,0,1,1
Mario Nabliba,U.S. Senate,,REP,Kings,1308,0,8,8
Andy Vidak,State Senate,14,REP,Kings,1308,0,198,198
Ruben Macareno,State Senate,14,DEM,Kings,1308,0,7,7
Abigail Solis,State Senate,14,DEM,Kings,1308,0,8,8
Melissa Hurtado,State Senate,14,DEM,Kings,1308,0,12,12
Justin Mendes,State Assembly,32,REP,Kings,1308,0,188,188
Rudy Salas,State Assembly,32,DEM,Kings,1308,0,39,39
,Registered Voters,,,Kings,1309,,,4
,Ballots Cast,,,Kings,1309,0,0,0
Josh Jones,Governor,,GRN,Kings,1309,0,0,0
J Bribiesca,Governor,,DEM,Kings,1309,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1309,0,0,0
Peter Y Liu,Governor,,REP,Kings,1309,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1309,0,0,0
Yvonne Girard,Governor,,REP,Kings,1309,0,0,0
Robert Davidson Griffis,Governor,,DEM,Kings,1309,0,0,0
Shubham Goel,Governor,,NON,Kings,1309,0,0,0
Travis Allen,Governor,,REP,Kings,1309,0,0,0
Akinyemi Agbede,Governor,,DEM,Kings,1309,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1309,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1309,0,0,0
Desmond Silveira,Governor,,NON,Kings,1309,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1309,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1309,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1309,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1309,0,0,0
John Chiang,Governor,,DEM,Kings,1309,0,0,0
John H Cox,Governor,,REP,Kings,1309,0,0,0
Amanda Renteria,Governor,,DEM,Kings,1309,0,0,0
Delaine Eastin,Governor,,DEM,Kings,1309,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,1309,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1309,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1309,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1309,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1309,0,0,0
"Robert C. Newman, II",Governor,,REP,Kings,1309,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1309,0,0,0
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1309,0,0,0
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1309,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1309,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1309,0,0,0
Danny Thomas,Lieutenant Governor,,NON,Kings,1309,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1309,0,0,0
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1309,0,0,0
David R Hernandez,Lieutenant Governor,,REP,Kings,1309,0,0,0
Lydia Ortega,Lieutenant Governor,,REP,Kings,1309,0,0,0
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1309,0,0,0
Alex Padilla,Secretary of State,,DEM,Kings,1309,0,0,0
Gail K Lightfoot,Secretary of State,,LIB,Kings,1309,0,0,0
C T Weber,Secretary of State,,PF,Kings,1309,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1309,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1309,0,0,0
Michael Feinstein,Secretary of State,,GRN,Kings,1309,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,1309,0,0,0
Mark P Meuser,Secretary of State,,REP,Kings,1309,0,0,0
Konstantinos Roditis,Controller,,REP,Kings,1309,0,0,0
Mary Lou Finley,Controller,,PF,Kings,1309,0,0,0
Betty T Yee,Controller,,DEM,Kings,1309,0,0,0
Vivek Viswanathan,Treasurer,,DEM,Kings,1309,0,0,0
Jack M Guerrero,Treasurer,,REP,Kings,1309,0,0,0
Kevin Akin,Treasurer,,PF,Kings,1309,0,0,0
Greg Conlon,Treasurer,,REP,Kings,1309,0,0,0
Fiona Ma,Treasurer,,DEM,Kings,1309,0,0,0
Dave Jones,Attorney General,,DEM,Kings,1309,0,0,0
Steven C Bailey,Attorney General,,REP,Kings,1309,0,0,0
Xavier Becerra,Attorney General,,DEM,Kings,1309,0,0,0
Eric Early,Attorney General,,REP,Kings,1309,0,0,0
Steve Poizner,Insurance Commissioner,,NON,Kings,1309,0,0,0
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1309,0,0,0
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1309,0,0,0
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1309,0,0,0
Gerald Plummer,U.S. Senate,,DEM,Kings,1309,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1309,0,0,0
John Thompson Parker,U.S. Senate,,PF,Kings,1309,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1309,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1309,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,1309,0,0,0
Arun K Bhumitra,U.S. Senate,,REP,Kings,1309,0,0,0
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1309,0,0,0
Patrick Little,U.S. Senate,,REP,Kings,1309,0,0,0
Tim Gildersleeve,U.S. Senate,,NON,Kings,1309,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1309,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1309,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1309,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1309,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1309,0,0,0
Erin Cruz,U.S. Senate,,REP,Kings,1309,0,0,0
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1309,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1309,0,0,0
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1309,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1309,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1309,0,0,0
Donnie O Turner,U.S. Senate,,DEM,Kings,1309,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1309,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1309,0,0,0
Jason M Hanania,U.S. Senate,,NON,Kings,1309,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1309,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1309,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1309,0,0,0
Kevin De Leon,U.S. Senate,,DEM,Kings,1309,0,0,0
Kevin Mottus,U.S. Senate,,REP,Kings,1309,0,0,0
David Moore,U.S. Senate,,NON,Kings,1309,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,1309,0,0,0
Andy Vidak,State Senate,14,REP,Kings,1309,0,0,0
Ruben Macareno,State Senate,14,DEM,Kings,1309,0,0,0
Abigail Solis,State Senate,14,DEM,Kings,1309,0,0,0
Melissa Hurtado,State Senate,14,DEM,Kings,1309,0,0,0
Justin Mendes,State Assembly,32,REP,Kings,1309,0,0,0
Rudy Salas,State Assembly,32,DEM,Kings,1309,0,0,0
,Registered Voters,,,Kings,1310,,,60
,Ballots Cast,,,Kings,1310,0,11,11
Josh Jones,Governor,,GRN,Kings,1310,0,0,0
J Bribiesca,Governor,,DEM,Kings,1310,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1310,0,0,0
Peter Y Liu,Governor,,REP,Kings,1310,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,1310,0,1,1
Yvonne Girard,Governor,,REP,Kings,1310,0,0,0
Robert Davidson Griffis,Governor,,DEM,Kings,1310,0,0,0
Shubham Goel,Governor,,NON,Kings,1310,0,0,0
Travis Allen,Governor,,REP,Kings,1310,0,5,5
Akinyemi Agbede,Governor,,DEM,Kings,1310,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1310,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1310,0,0,0
Desmond Silveira,Governor,,NON,Kings,1310,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,1310,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1310,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1310,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1310,0,0,0
John Chiang,Governor,,DEM,Kings,1310,0,0,0
John H Cox,Governor,,REP,Kings,1310,0,4,4
Amanda Renteria,Governor,,DEM,Kings,1310,0,0,0
Delaine Eastin,Governor,,DEM,Kings,1310,0,1,1
Jeffrey Edward Taylor,Governor,,NON,Kings,1310,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1310,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1310,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1310,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1310,0,0,0
"Robert C. Newman, II",Governor,,REP,Kings,1310,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1310,0,0,0
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1310,0,0,0
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1310,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1310,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1310,0,1,1
Danny Thomas,Lieutenant Governor,,NON,Kings,1310,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1310,0,6,6
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1310,0,1,1
David R Hernandez,Lieutenant Governor,,REP,Kings,1310,0,2,2
Lydia Ortega,Lieutenant Governor,,REP,Kings,1310,0,0,0
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1310,0,1,1
Alex Padilla,Secretary of State,,DEM,Kings,1310,0,1,1
Gail K Lightfoot,Secretary of State,,LIB,Kings,1310,0,0,0
C T Weber,Secretary of State,,PF,Kings,1310,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1310,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1310,0,1,1
Michael Feinstein,Secretary of State,,GRN,Kings,1310,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,1310,0,1,1
Mark P Meuser,Secretary of State,,REP,Kings,1310,0,8,8
Konstantinos Roditis,Controller,,REP,Kings,1310,0,9,9
Mary Lou Finley,Controller,,PF,Kings,1310,0,0,0
Betty T Yee,Controller,,DEM,Kings,1310,0,2,2
Vivek Viswanathan,Treasurer,,DEM,Kings,1310,0,0,0
Jack M Guerrero,Treasurer,,REP,Kings,1310,0,4,4
Kevin Akin,Treasurer,,PF,Kings,1310,0,0,0
Greg Conlon,Treasurer,,REP,Kings,1310,0,5,5
Fiona Ma,Treasurer,,DEM,Kings,1310,0,2,2
Dave Jones,Attorney General,,DEM,Kings,1310,0,3,3
Steven C Bailey,Attorney General,,REP,Kings,1310,0,5,5
Xavier Becerra,Attorney General,,DEM,Kings,1310,0,0,0
Eric Early,Attorney General,,REP,Kings,1310,0,3,3
Steve Poizner,Insurance Commissioner,,NON,Kings,1310,0,9,9
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1310,0,1,1
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1310,0,0,0
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1310,0,0,0
Gerald Plummer,U.S. Senate,,DEM,Kings,1310,0,0,0
Tom Palzer,U.S. Senate,,REP,Kings,1310,0,0,0
John Thompson Parker,U.S. Senate,,PF,Kings,1310,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1310,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1310,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,1310,0,1,1
Arun K Bhumitra,U.S. Senate,,REP,Kings,1310,0,1,1
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1310,0,0,0
Patrick Little,U.S. Senate,,REP,Kings,1310,0,0,0
Tim Gildersleeve,U.S. Senate,,NON,Kings,1310,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1310,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1310,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1310,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1310,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1310,0,0,0
Erin Cruz,U.S. Senate,,REP,Kings,1310,0,1,1
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1310,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1310,0,1,1
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1310,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1310,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1310,0,3,3
Donnie O Turner,U.S. Senate,,DEM,Kings,1310,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1310,0,0,0
Alison Hartson,U.S. Senate,,DEM,Kings,1310,0,1,1
Jason M Hanania,U.S. Senate,,NON,Kings,1310,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,1310,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,1310,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,1310,0,0,0
Kevin De Leon,U.S. Senate,,DEM,Kings,1310,0,0,0
Kevin Mottus,U.S. Senate,,REP,Kings,1310,0,1,1
David Moore,U.S. Senate,,NON,Kings,1310,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,1310,0,0,0
Andy Vidak,State Senate,14,REP,Kings,1310,0,9,9
Ruben Macareno,State Senate,14,DEM,Kings,1310,0,0,0
Abigail Solis,State Senate,14,DEM,Kings,1310,0,2,2
Melissa Hurtado,State Senate,14,DEM,Kings,1310,0,0,0
Justin Mendes,State Assembly,32,REP,Kings,1310,0,8,8
Rudy Salas,State Assembly,32,DEM,Kings,1310,0,2,2
,Registered Voters,,,Kings,1311,,,328
,Ballots Cast,,,Kings,1311,0,36,36
Josh Jones,Governor,,GRN,Kings,1311,0,0,0
J Bribiesca,Governor,,DEM,Kings,1311,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,1311,0,1,1
Peter Y Liu,Governor,,REP,Kings,1311,0,1,1
Antonio Villaraigosa,Governor,,DEM,Kings,1311,0,6,6
Yvonne Girard,Governor,,REP,Kings,1311,0,1,1
Robert Davidson Griffis,Governor,,DEM,Kings,1311,0,1,1
Shubham Goel,Governor,,NON,Kings,1311,0,0,0
Travis Allen,Governor,,REP,Kings,1311,0,5,5
Akinyemi Agbede,Governor,,DEM,Kings,1311,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,1311,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,1311,0,0,0
Desmond Silveira,Governor,,NON,Kings,1311,0,1,1
Michael Shellenberger,Governor,,DEM,Kings,1311,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,1311,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,1311,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,1311,0,0,0
John Chiang,Governor,,DEM,Kings,1311,0,0,0
John H Cox,Governor,,REP,Kings,1311,0,15,15
Amanda Renteria,Governor,,DEM,Kings,1311,0,0,0
Delaine Eastin,Governor,,DEM,Kings,1311,0,2,2
Jeffrey Edward Taylor,Governor,,NON,Kings,1311,0,0,0
Klement Tinaj,Governor,,DEM,Kings,1311,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,1311,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,1311,0,0,0
Gavin Newsom,Governor,,DEM,Kings,1311,0,2,2
"Robert C. Newman, II",Governor,,REP,Kings,1311,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,1311,0,1,1
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,1311,0,2,2
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,1311,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,1311,0,0,0
David Fennell,Lieutenant Governor,,REP,Kings,1311,0,9,9
Danny Thomas,Lieutenant Governor,,NON,Kings,1311,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,1311,0,6,6
Ed Hernandez,Lieutenant Governor,,DEM,Kings,1311,0,4,4
David R Hernandez,Lieutenant Governor,,REP,Kings,1311,0,3,3
Lydia Ortega,Lieutenant Governor,,REP,Kings,1311,0,6,6
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,1311,0,2,2
Alex Padilla,Secretary of State,,DEM,Kings,1311,0,8,8
Gail K Lightfoot,Secretary of State,,LIB,Kings,1311,0,3,3
C T Weber,Secretary of State,,PF,Kings,1311,0,0,0
Erik Rydberg,Secretary of State,,GRN,Kings,1311,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,1311,0,7,7
Michael Feinstein,Secretary of State,,GRN,Kings,1311,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,1311,0,0,0
Mark P Meuser,Secretary of State,,REP,Kings,1311,0,17,17
Konstantinos Roditis,Controller,,REP,Kings,1311,0,22,22
Mary Lou Finley,Controller,,PF,Kings,1311,0,2,2
Betty T Yee,Controller,,DEM,Kings,1311,0,11,11
Vivek Viswanathan,Treasurer,,DEM,Kings,1311,0,1,1
Jack M Guerrero,Treasurer,,REP,Kings,1311,0,13,13
Kevin Akin,Treasurer,,PF,Kings,1311,0,2,2
Greg Conlon,Treasurer,,REP,Kings,1311,0,10,10
Fiona Ma,Treasurer,,DEM,Kings,1311,0,8,8
Dave Jones,Attorney General,,DEM,Kings,1311,0,2,2
Steven C Bailey,Attorney General,,REP,Kings,1311,0,13,13
Xavier Becerra,Attorney General,,DEM,Kings,1311,0,8,8
Eric Early,Attorney General,,REP,Kings,1311,0,13,13
Steve Poizner,Insurance Commissioner,,NON,Kings,1311,0,16,16
Ricardo Lara,Insurance Commissioner,,DEM,Kings,1311,0,9,9
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,1311,0,3,3
Asif Mahmood,Insurance Commissioner,,DEM,Kings,1311,0,2,2
Gerald Plummer,U.S. Senate,,DEM,Kings,1311,0,1,1
Tom Palzer,U.S. Senate,,REP,Kings,1311,0,2,2
John Thompson Parker,U.S. Senate,,PF,Kings,1311,0,1,1
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,1311,0,0,0
Herbert G Peters,U.S. Senate,,DEM,Kings,1311,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,1311,0,5,5
Arun K Bhumitra,U.S. Senate,,REP,Kings,1311,0,0,0
Jerry Joseph Laws,U.S. Senate,,REP,Kings,1311,0,1,1
Patrick Little,U.S. Senate,,REP,Kings,1311,0,0,0
Tim Gildersleeve,U.S. Senate,,NON,Kings,1311,0,1,1
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,1311,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,1311,0,2,2
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,1311,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,1311,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,1311,0,3,3
Erin Cruz,U.S. Senate,,REP,Kings,1311,0,5,5
Derrick Michael Reid,U.S. Senate,,LIB,Kings,1311,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,1311,0,6,6
Colleen Shea Fernald,U.S. Senate,,NON,Kings,1311,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,1311,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,1311,0,3,3
Donnie O Turner,U.S. Senate,,DEM,Kings,1311,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,1311,0,0,0
